news_source,agree_disagree,bias_rating,news_source_internal_url,agree,disagree,perc_agree,rating_num
The Narratives Project,agree disagree 15/16,center,https://www.allsides.com/news-source/narratives-project-media-bias,15,16,0.4838709677419355,3.0
The Nation,agree disagree 2077/626,left,https://www.allsides.com/news-source/nation-media-bias,2077,626,0.7684054753977062,1.0
The National Pulse,agree disagree 660/185,right,https://www.allsides.com/news-source/national-pulse-media-bias,660,185,0.7810650887573964,5.0
The Nevada Globe,agree disagree 12/12,right-center,https://www.allsides.com/news-source/nevada-globe-media-bias,12,12,0.5,4.0
The Nevada Independent,agree disagree 46/53,center,https://www.allsides.com/news-source/nevada-independent-media-bias,46,53,0.46464646464646464,3.0
The Nevada Independent,agree disagree 11/14,center,https://www.allsides.com/news-source/nevada-independent-media-bias-0,11,14,0.44,3.0
The New Orleans Advocate,agree disagree 15/17,center,https://www.allsides.com/news-source/httpswwwtheadvocatecom-media-bias,15,17,0.46875,3.0
The New York Sun,agree disagree 57/65,right,https://www.allsides.com/news-source/new-york-sun-media-bias,57,65,0.4672131147540984,5.0
The New Yorker,agree disagree 11954/3080,left,https://www.allsides.com/news-source/new-yorker,11954,3080,0.7951310363176799,1.0
The Newport Daily News,agree disagree 18/19,center,https://www.allsides.com/news-source/newport-daily-news-media-bias,18,19,0.4864864864864865,3.0
The News & Observer,agree disagree 91/130,center,https://www.allsides.com/news-source/news-and-observer,91,130,0.4117647058823529,3.0
The News Journal,agree disagree 20/18,center,https://www.allsides.com/news-source/news-journal-media-bias,20,18,0.5263157894736842,3.0
The News Tribune,agree disagree 22/18,center,https://www.allsides.com/news-source/news-tribune-media-bias,22,18,0.55,3.0
The News-Herald,agree disagree 13/15,center,https://www.allsides.com/news-source/news-herald-media-bias-0,13,15,0.4642857142857143,3.0
The Nome Nugget,agree disagree 10/14,center,https://www.allsides.com/news-source/nome-nugget-media-bias,10,14,0.4166666666666667,3.0
The Northern Virginia Daily,agree disagree 16/18,center,https://www.allsides.com/news-source/northern-virginia-daily-media-bias,16,18,0.47058823529411764,3.0
The Oaklandside,agree disagree 14/10,center,https://www.allsides.com/news-source/oaklandside-media-bias,14,10,0.5833333333333334,3.0
The Observer,agree disagree 12/14,center,https://www.allsides.com/news-source/observer-media-bias,12,14,0.46153846153846156,3.0
The Observer (New York),agree disagree 307/532,center,https://www.allsides.com/news-source/observer,307,532,0.36591179976162097,3.0
The Oklahoman,agree disagree 27/30,center,https://www.allsides.com/news-source/oklahoman-media-bias,27,30,0.47368421052631576,3.0
The Olympian,agree disagree 21/18,center,https://www.allsides.com/news-source/olympian-media-bias,21,18,0.5384615384615384,3.0
The Onion (Humor),agree disagree 745/422,left-center,https://www.allsides.com/news-source/onion-media-bias,745,422,0.6383890317052271,2.0
The Oracle,agree disagree 156/189,center,https://www.allsides.com/news-source/oracle,156,189,0.45217391304347826,3.0
The Oregonian,agree disagree 135/263,center,https://www.allsides.com/news-source/oregonian-media-bias,135,263,0.3391959798994975,3.0
The Palm Beach Post,agree disagree 36/37,center,https://www.allsides.com/news-source/palm-beach-post-media-bias,36,37,0.4931506849315068,3.0
The Pantagraph,agree disagree 16/16,center,https://www.allsides.com/news-source/pantagraph-media-bias,16,16,0.5,3.0
The Patriot Ledger,agree disagree 27/21,center,https://www.allsides.com/news-source/patriot-ledger-media-bias,27,21,0.5625,3.0
The Patriot Post,agree disagree 107/152,right,https://www.allsides.com/news-source/patriot-post-media-bias,107,152,0.41312741312741313,5.0
The Patriot-News,agree disagree 40/53,center,https://www.allsides.com/news-source/patriot-news-media-bias,40,53,0.43010752688172044,3.0
The Penobscot Times,agree disagree 8/10,center,https://www.allsides.com/news-source/penobscot-times-media-bias,8,10,0.4444444444444444,3.0
The Philadelphia Inquirer,agree disagree 382/384,left-center,https://www.allsides.com/news-source/phillycom,382,384,0.49869451697127937,2.0
The Philadelphia Sunday Sun,agree disagree 12/12,center,https://www.allsides.com/news-source/philadelphia-sunday-sun-media-bias,12,12,0.5,3.0
The Philly Tribune,agree disagree 39/21,left,https://www.allsides.com/news-source/philly-tribune-media-bias,39,21,0.65,1.0
The Police Tribune,agree disagree 114/94,right-center,https://www.allsides.com/news-source/the-police-tribune-media-bias,114,94,0.5480769230769231,4.0
The Portsmouth Herald,agree disagree 33/30,center,https://www.allsides.com/news-source/portsmouth-herald-media-bias,33,30,0.5238095238095238,3.0
The Post and Courier,agree disagree 37/34,right-center,https://www.allsides.com/news-source/post-and-courier-media-bias,37,34,0.5211267605633803,4.0
The Post Millennial,agree disagree 523/398,right,https://www.allsides.com/news-source/post-millennial-media-bias,523,398,0.5678610206297503,5.0
The Post-Star,agree disagree 18/22,center,https://www.allsides.com/news-source/post-star-media-bias,18,22,0.45,3.0
The Presbyterian Outlook,agree disagree 8/13,left-center,https://www.allsides.com/news-source/presbyterian-outlook-media-bias,8,13,0.38095238095238093,2.0
The Prescott Times,agree disagree 13/13,center,https://www.allsides.com/news-source/prescott-times-media-bias,13,13,0.5,3.0
The Press of Atlantic City,agree disagree 24/26,center,https://www.allsides.com/news-source/press-atlantic-city-media-bias,24,26,0.48,3.0
The Press-Enterprise,agree disagree 62/56,right-center,https://www.allsides.com/news-source/press-enterprise-media-bias,62,56,0.5254237288135594,4.0
The Problem Solvers Caucus,agree disagree 21/18,center,https://www.allsides.com/news-source/problem-solvers-caucus-media-bias,21,18,0.5384615384615384,3.0
The Providence Journal,agree disagree 24/21,center,https://www.allsides.com/news-source/providence-journal-media-bias,24,21,0.5333333333333333,3.0
The Provincetown Independent,agree disagree 12/10,center,https://www.allsides.com/news-source/provincetown-independent-media-bias,12,10,0.5454545454545454,3.0
The Rachel Maddow Show,agree disagree 95/34,left,https://www.allsides.com/news-source/rachel-maddow-show-media-bias,95,34,0.7364341085271318,1.0
The Reading Eagle,agree disagree 11/14,center,https://www.allsides.com/news-source/reading-eagle-media-bias-0,11,14,0.44,3.0
The Red and Black,agree disagree 247/187,center,https://www.allsides.com/news-source/red-and-black,247,187,0.5691244239631337,3.0
The Register-Guard,agree disagree 19/21,center,https://www.allsides.com/news-source/register-guard-media-bias,19,21,0.475,3.0
The Reliable Bias,agree disagree 190/217,center,https://www.allsides.com/news-source/reliable-bias,190,217,0.4668304668304668,3.0
The Reno Gazette-Journal,agree disagree 34/33,left-center,https://www.allsides.com/news-source/reno-gazette-journal-media-bias,34,33,0.5074626865671642,2.0
The Reporters Committee for Freedom of the Press,agree disagree 74/64,center,https://www.allsides.com/news-source/reporters-committee-freedom-press-media-bias,74,64,0.5362318840579711,3.0
The Republic News,agree disagree 18/19,center,https://www.allsides.com/news-source/republic-news-media-bias,18,19,0.4864864864864865,3.0
The Republican,agree disagree 287/573,center,https://www.allsides.com/news-source/republican,287,573,0.33372093023255817,3.0
The Republican Journal,agree disagree 30/29,right-center,https://www.allsides.com/news-source/republican-journal-media-bias,30,29,0.5084745762711864,4.0
The Resurgent,agree disagree 198/191,right,https://www.allsides.com/news-source/resurgent-media-bias,198,191,0.5089974293059126,5.0
The Richfield Reaper,agree disagree 10/11,center,https://www.allsides.com/news-source/richfield-reaper-media-bias,10,11,0.47619047619047616,3.0
The Ripon Advance,agree disagree 32/31,right-center,https://www.allsides.com/news-source/ripon-advance-media-bias,32,31,0.5079365079365079,4.0
The Roanoke Times,agree disagree 21/28,center,https://www.allsides.com/news-source/roanoke-times-media-bias,21,28,0.42857142857142855,3.0
The Root,agree disagree 540/698,left-center,https://www.allsides.com/news-source/root,540,698,0.43618739903069464,2.0
The Sacramento Bee,agree disagree 436/531,left-center,https://www.allsides.com/news-source/sacramento-bee,436,531,0.45087900723888313,2.0
The Salt Lake Tribune,agree disagree 88/83,left-center,https://www.allsides.com/news-source/salt-lake-tribune-media-bias,88,83,0.5146198830409356,2.0
The San Francisco Standard,agree disagree 26/30,center,https://www.allsides.com/news-source/san-francisco-standard-media-bias,26,30,0.4642857142857143,3.0
The Saturday Evening Post,agree disagree 286/230,center,https://www.allsides.com/news-source/saturday-evening-post,286,230,0.5542635658914729,3.0
The Seattle Times,agree disagree 353/652,center,https://www.allsides.com/news-source/seattle-times,353,652,0.35124378109452736,3.0
The Sierra Club,agree disagree 233/350,left-center,https://www.allsides.com/news-source/sierra-club,233,350,0.3996569468267582,2.0
The South African,agree disagree 50/48,center,https://www.allsides.com/news-source/south-african-media-bias,50,48,0.5102040816326531,3.0
The Southern Maryland Chronicle,agree disagree 5/9,left-center,https://www.allsides.com/news-source/southern-maryland-chronicle-media-bias,5,9,0.35714285714285715,2.0
The Spectator World,agree disagree 317/223,right,https://www.allsides.com/news-source/spectator-world-media-bias,317,223,0.587037037037037,5.0
The State,agree disagree 14/20,right-center,https://www.allsides.com/news-source/state-media-bias-0,14,20,0.4117647058823529,4.0
The State,agree disagree 14/20,right-center,https://www.allsides.com/news-source/state-media-bias-0,14,20,0.4117647058823529,4.0
The State,agree disagree 8/8,center,https://www.allsides.com/news-source/state-media-bias-1,8,8,0.5,3.0
The State Journal-Register,agree disagree 20/18,center,https://www.allsides.com/news-source/state-journal-register-media-bias,20,18,0.5263157894736842,3.0
The Steamboat Institute,agree disagree 27/26,right-center,https://www.allsides.com/news-source/steamboat-institute-media-bias,27,26,0.5094339622641509,4.0
The Sun,agree disagree 33/81,center,https://www.allsides.com/news-source/sun-media-bias,33,81,0.2894736842105263,3.0
The Sun News,agree disagree 45/75,center,https://www.allsides.com/news-source/sun-news-media-bias,45,75,0.375,3.0
The Telegraph - UK,agree disagree 2688/1214,right-center,https://www.allsides.com/news-source/telegraph-uk,2688,1214,0.6888774987186058,4.0
The Tennessean,agree disagree 87/97,center,https://www.allsides.com/news-source/tennesseean-media-bias,87,97,0.47282608695652173,3.0
The Texan,agree disagree 242/187,right-center,https://www.allsides.com/news-source/texan-media-bias,242,187,0.5641025641025641,4.0
The Texas Observer,agree disagree 134/116,left-center,https://www.allsides.com/news-source/texas-observer-media-bias,134,116,0.536,2.0
The Texas Tribune,agree disagree 990/500,left-center,https://www.allsides.com/news-source/texas-tribune-media-bias,990,500,0.6644295302013423,2.0
The Times,agree disagree 104/169,center,https://www.allsides.com/news-source/times-media-bias,104,169,0.38095238095238093,3.0
The Times and Democrat,agree disagree 19/23,center,https://www.allsides.com/news-source/times-and-democrat-media-bias,19,23,0.4523809523809524,3.0
The Times Herald,agree disagree 17/18,center,https://www.allsides.com/news-source/times-herald-media-bias-0,17,18,0.4857142857142857,3.0
The Times of Israel,agree disagree 193/269,center,https://www.allsides.com/news-source/times-israel,193,269,0.41774891774891776,3.0
The Times of Northwest Indiana,agree disagree 15/22,center,https://www.allsides.com/news-source/times-northwest-indiana-media-bias,15,22,0.40540540540540543,3.0
The Times of Northwest Indiana,agree disagree 22/21,center,https://www.allsides.com/news-source/times-northwest-indiana-media-bias-0,22,21,0.5116279069767442,3.0
The Times-Independent,agree disagree 10/14,center,https://www.allsides.com/news-source/times-independent-media-bias,10,14,0.4166666666666667,3.0
The Times-Picayune,agree disagree 62/112,center,https://www.allsides.com/news-source/times-picayune,62,112,0.3563218390804598,3.0
The TimesDaily,agree disagree 17/17,center,https://www.allsides.com/news-source/timesdaily-media-bias,17,17,0.5,3.0
The Topeka Capital-Journal,agree disagree 16/22,center,https://www.allsides.com/news-source/topeka-capital-journal-media-bias,16,22,0.42105263157894735,3.0
The Topeka Capital-Journal,agree disagree 19/20,center,https://www.allsides.com/news-source/topeka-capital-journal-media-bias-0,19,20,0.48717948717948717,3.0
The Trentonian,agree disagree 21/29,center,https://www.allsides.com/news-source/trentonian-media-bias,21,29,0.42,3.0
The Triton,agree disagree 9/9,center,https://www.allsides.com/news-source/triton-media-bias,9,9,0.5,3.0
The Verge,agree disagree 1149/756,left-center,https://www.allsides.com/news-source/verge,1149,756,0.6031496062992125,2.0
The Vindicator,agree disagree 24/23,center,https://www.allsides.com/news-source/vindicator-media-bias,24,23,0.5106382978723404,3.0
The Virginia Gazette,agree disagree 10/13,center,https://www.allsides.com/news-source/virginia-gazette-media-bias,10,13,0.43478260869565216,3.0
The Virginian-Pilot,agree disagree 19/32,center,https://www.allsides.com/news-source/virginian-pilot-media-bias,19,32,0.37254901960784315,3.0
The Walsh County Record,agree disagree 14/15,center,https://www.allsides.com/news-source/walsh-county-record-media-bias,14,15,0.4827586206896552,3.0
The Washington Informer,agree disagree 21/20,left-center,https://www.allsides.com/news-source/washington-informer-media-bias,21,20,0.5121951219512195,2.0
The Washington Sun,agree disagree 7/10,center,https://www.allsides.com/news-source/washington-sun-media-bias,7,10,0.4117647058823529,3.0
The Week - News,agree disagree 4264/3484,left-center,https://www.allsides.com/news-source/the-week-bias,4264,3484,0.5503355704697986,2.0
The Week - Opinion,agree disagree 280/245,left-center,https://www.allsides.com/news-source/week-opinion-media-bias,280,245,0.5333333333333333,2.0
The Weekly Packet,agree disagree 10/11,center,https://www.allsides.com/news-source/weekly-packet-media-bias,10,11,0.47619047619047616,3.0
The Weekly Standard,agree disagree 1430/884,right,https://www.allsides.com/news-source/weekly-standard,1430,884,0.6179775280898876,5.0
The Weirton Daily Times,agree disagree 27/29,center,https://www.allsides.com/news-source/weirton-daily-times-media-bias,27,29,0.48214285714285715,3.0
The Westerly Sun,agree disagree 15/15,center,https://www.allsides.com/news-source/westerly-sun-media-bias,15,15,0.5,3.0
The Western Journal,agree disagree 2038/653,right,https://www.allsides.com/news-source/western-journalism,2038,653,0.7573392790784095,5.0
The Wichita Eagle,agree disagree 20/22,center,https://www.allsides.com/news-source/wichita-eagle-media-bias,20,22,0.47619047619047616,3.0
The Winchester Star,agree disagree 10/9,center,https://www.allsides.com/news-source/winchester-star-media-bias,10,9,0.5263157894736842,3.0
The World Link,agree disagree 15/11,center,https://www.allsides.com/news-source/world-link-media-bias,15,11,0.5769230769230769,3.0
The Wyoming Tribune Eagle,agree disagree 42/43,center,https://www.allsides.com/news-source/wyoming-tribune-eagle-media-bias,42,43,0.49411764705882355,3.0
The Young Turks,agree disagree 370/79,left,https://www.allsides.com/news-source/young-turks-media-bias,370,79,0.8240534521158129,1.0
TheGailyGrind,agree disagree 33/15,left,https://www.allsides.com/news-source/thegailygrind-media-bias,33,15,0.6875,1.0
Them,agree disagree 35/32,left-center,https://www.allsides.com/news-source/them-media-bias,35,32,0.5223880597014925,2.0
theSkimm,agree disagree 32/26,left-center,https://www.allsides.com/news-source/theskimm-media-bias,32,26,0.5517241379310345,2.0
ThinkProgress,agree disagree 2853/993,left,https://www.allsides.com/news-source/thinkprogress-bias,2853,993,0.7418096723868954,1.0
This Week in Worcester,agree disagree 12/15,center,https://www.allsides.com/news-source/week-worcester-media-bias,12,15,0.4444444444444444,3.0
Thomas B. Edsall,agree disagree 32/41,left-center,https://www.allsides.com/news-source/thomas-b-edsall-media-bias,32,41,0.4383561643835616,2.0
Thomas Franck,agree disagree 25/23,center,https://www.allsides.com/news-source/thomas-franck-media-bias,25,23,0.5208333333333334,3.0
Thomas Frank,agree disagree 199/208,left-center,https://www.allsides.com/news-source/thomas-frank,199,208,0.48894348894348894,2.0
Thomas L. Friedman,agree disagree 141/193,left-center,https://www.allsides.com/news-source/thomas-l-friedman-media-bias,141,193,0.4221556886227545,2.0
Thomas Sowell,agree disagree 648/432,right-center,https://www.allsides.com/news-source/thomas-sowell,648,432,0.6,4.0
THV11,agree disagree 25/25,center,https://www.allsides.com/news-source/thv11-media-bias,25,25,0.5,3.0
Tiana Lowe Doescher,agree disagree 49/63,right,https://www.allsides.com/news-source/tiana-lowe-media-bias,49,63,0.4375,5.0
Tiffin Ohio News,agree disagree 8/10,left-center,https://www.allsides.com/news-source/tiffin-ohio-news-media-bias,8,10,0.4444444444444444,2.0
Tim Groseclose,agree disagree 128/98,right-center,https://www.allsides.com/news-source/tim-groseclose,128,98,0.5663716814159292,4.0
Tim Pool,agree disagree 2041/2937,center,https://www.allsides.com/news-source/tim-pool-media-bias,2041,2937,0.4100040176777822,3.0
Tim Scott,agree disagree 24/34,right-center,https://www.allsides.com/news-source/tim-scott-media-bias,24,34,0.41379310344827586,4.0
Timber Lake Topic,agree disagree 9/10,center,https://www.allsides.com/news-source/timber-lake-topic-media-bias,9,10,0.47368421052631576,3.0
Time Magazine,agree disagree 11075/9538,left-center,https://www.allsides.com/news-source/time-magazine-news-media-bias,11075,9538,0.5372822975791975,2.0
Times Argus,agree disagree 12/17,center,https://www.allsides.com/news-source/times-argus-media-bias,12,17,0.41379310344827586,3.0
Times Leader,agree disagree 14/16,center,https://www.allsides.com/news-source/times-leader-media-bias,14,16,0.4666666666666667,3.0
Times Standard,agree disagree 8/11,center,https://www.allsides.com/news-source/times-standard-media-bias,8,11,0.42105263157894735,3.0
Times Union,agree disagree 59/61,center,https://www.allsides.com/news-source/times-union-media-bias,59,61,0.49166666666666664,3.0
Times-Georgian,agree disagree 8/9,center,https://www.allsides.com/news-source/times-georgian-media-bias,8,9,0.47058823529411764,3.0
Timothy L. O'Brien,agree disagree 28/34,left-center,https://www.allsides.com/news-source/timothy-l-obrien-media-bias,28,34,0.45161290322580644,2.0
Timothy P. Carney,agree disagree 19/18,right-center,https://www.allsides.com/news-source/timothy-p-carney-media-bias,19,18,0.5135135135135135,4.0
Todays Chronic,agree disagree 14/22,left-center,https://www.allsides.com/news-source/todays-chronic-media-bias,14,22,0.3888888888888889,2.0
Tom Cole,agree disagree 196/172,right,https://www.allsides.com/news-source/tom-cole,196,172,0.532608695652174,5.0
Tom Nichols,agree disagree 120/143,right-center,https://www.allsides.com/news-source/tom-nichols-media-bias,120,143,0.45627376425855515,4.0
Tom Rogan,agree disagree 20/35,center,https://www.allsides.com/news-source/tom-rogan-media-bias,20,35,0.36363636363636365,3.0
Tom Toles (cartoonist),agree disagree 133/112,left,https://www.allsides.com/news-source/tom-toles-cartoonist,133,112,0.5428571428571428,1.0
Tony Auth (cartoonist),agree disagree 95/70,left,https://www.allsides.com/news-source/tony-auth,95,70,0.5757575757575758,1.0
Tonya Russell,agree disagree 54/49,left-center,https://www.allsides.com/news-source/tonya-russell-media-bias,54,49,0.5242718446601942,2.0
Toronto Star,agree disagree 171/420,center,https://www.allsides.com/news-source/toronto-star,171,420,0.2893401015228426,3.0
Town Square Deleware,agree disagree 18/27,center,https://www.allsides.com/news-source/town-square-deleware-media-bias,18,27,0.4,3.0
Townhall,agree disagree 10077/14301,right,https://www.allsides.com/news-source/townhall-bias,10077,14301,0.41336450898350974,5.0
Trains.com,agree disagree 70/81,center,https://www.allsides.com/news-source/trainscom-media-bias,70,81,0.46357615894039733,3.0
Trans Writes,agree disagree 22/31,left-center,https://www.allsides.com/news-source/trans-writes-media-bias,22,31,0.41509433962264153,2.0
Tri-City Herald,agree disagree 14/15,center,https://www.allsides.com/news-source/tri-city-herald-media-bias,14,15,0.4827586206896552,3.0
Truthdig,agree disagree 141/77,left,https://www.allsides.com/news-source/truthdig-media-bias,141,77,0.6467889908256881,1.0
TruthOut,agree disagree 569/556,left-center,https://www.allsides.com/news-source/truthout,569,556,0.5057777777777778,2.0
Tucker Carlson,agree disagree 1228/453,right,https://www.allsides.com/news-source/tucker-carlson-media-bias,1228,453,0.7305175490779298,5.0
Tulsa World,agree disagree 43/43,center,https://www.allsides.com/news-source/tulsa-world-media-bias,43,43,0.5,3.0
Turning Point USA,agree disagree 84/46,right,https://www.allsides.com/news-source/turning-point-usa-media-bias,84,46,0.6461538461538462,5.0
Tuscaloosa News,agree disagree 22/21,center,https://www.allsides.com/news-source/tuscaloosa-news-media-bias,22,21,0.5116279069767442,3.0
Twin Cities PBS,agree disagree 30/42,center,https://www.allsides.com/news-source/twin-cities-pbs-media-bias,30,42,0.4166666666666667,3.0
Twin Cities Pioneer Press,agree disagree 27/36,center,https://www.allsides.com/news-source/twin-cities-pioneer-press-media-bias,27,36,0.42857142857142855,3.0
Twin City Times,agree disagree 9/10,center,https://www.allsides.com/news-source/twin-city-times-media-bias,9,10,0.47368421052631576,3.0
Tyler Morning Telegraph,agree disagree 16/18,center,https://www.allsides.com/news-source/tyler-morning-telegraph-media-bias,16,18,0.47058823529411764,3.0
U.S. News & World Report,agree disagree 2200/2252,left-center,https://www.allsides.com/news-source/us-news-and-world-report,2200,2252,0.4941599281221923,2.0
UnHerd,agree disagree 204/178,center,https://www.allsides.com/news-source/unherd-media-bias,204,178,0.5340314136125655,3.0
United Methodist Insight,agree disagree 11/14,left,https://www.allsides.com/news-source/united-methodist-insight-media-bias,11,14,0.44,1.0
United Methodist News,agree disagree 10/13,left-center,https://www.allsides.com/news-source/united-methodist-news-media-bias,10,13,0.43478260869565216,2.0
United Press International,agree disagree 77/46,center,https://www.allsides.com/news-source/united-press-international-media-bias,77,46,0.6260162601626016,3.0
Univision,agree disagree 671/684,left-center,https://www.allsides.com/news-source/univision,671,684,0.4952029520295203,2.0
Up North News Wisconsin,agree disagree 12/15,left-center,https://www.allsides.com/news-source/north-news-wisconsin-media-bias,12,15,0.4444444444444444,2.0
Upper Michigans Source,agree disagree 19/16,center,https://www.allsides.com/news-source/upper-michigans-source-media-bias,19,16,0.5428571428571428,3.0
Upward News,agree disagree 178/123,right-center,https://www.allsides.com/news-source/upward-news-media-bias,178,123,0.5913621262458472,4.0
Upward News Editorial Team,agree disagree 52/66,right-center,https://www.allsides.com/news-source/upward-news-editorial-team-media-bias,52,66,0.4406779661016949,4.0
Upworthy,agree disagree 586/391,left,https://www.allsides.com/news-source/upworthy,586,391,0.5997952917093142,1.0
Urban Institute,agree disagree 613/514,left-center,https://www.allsides.com/news-source/urban-institute,613,514,0.543921916592724,2.0
USA TODAY,agree disagree 20836/23466,left-center,https://www.allsides.com/news-source/usa-today-media-bias,20836,23466,0.47031736716175343,2.0
Valley News,agree disagree 39/46,center,https://www.allsides.com/news-source/valley-news-0,39,46,0.4588235294117647,3.0
Valley News Live,agree disagree 15/13,center,https://www.allsides.com/news-source/valley-news-live-media-bias,15,13,0.5357142857142857,3.0
Vanderbilt Project on Unity and American Democracy,agree disagree 19/19,center,https://www.allsides.com/news-source/vanderbilt-project-unity-and-american-democracy-media-bias,19,19,0.5,3.0
Vanity Fair,agree disagree 3992/2742,left-center,https://www.allsides.com/news-source/vanity-fair,3992,2742,0.5928125928125928,2.0
Variety,agree disagree 125/241,left-center,https://www.allsides.com/news-source/variety-media-bias,125,241,0.34153005464480873,2.0
Vatican News,agree disagree 20/26,right-center,https://www.allsides.com/news-source/vatican-news-media-bias,20,26,0.43478260869565216,4.0
Vermont Public,agree disagree 14/43,center,https://www.allsides.com/news-source/vermont-public-media-bias,14,43,0.24561403508771928,3.0
Vermont Standard,agree disagree 13/16,center,https://www.allsides.com/news-source/vermont-standard-media-bias,13,16,0.4482758620689655,3.0
Vice,agree disagree 5185/1234,left,https://www.allsides.com/news-source/vice-media-bias,5185,1234,0.8077582177909332,1.0
Victor Hanson,agree disagree 301/311,right-center,https://www.allsides.com/news-source/victor-hanson,301,311,0.4918300653594771,4.0
Virginia Business,agree disagree 15/13,center,https://www.allsides.com/news-source/virginia-business-media-bias,15,13,0.5357142857142857,3.0
Virginia Center for Investigative Journalism,agree disagree 15/17,left-center,https://www.allsides.com/news-source/virginia-center-investigative-journalism-media-bias,15,17,0.46875,2.0
Virginia Mercury,agree disagree 93/99,center,https://www.allsides.com/news-source/virginia-mercury-media-bias,93,99,0.484375,3.0
Virtue Online,agree disagree 15/28,right,https://www.allsides.com/news-source/virtue-online-media-bias,15,28,0.3488372093023256,5.0
Vogue,agree disagree 70/40,left,https://www.allsides.com/news-source/vogue-media-bias,70,40,0.6363636363636364,1.0
Voice of America (VOA),agree disagree 354/384,center,https://www.allsides.com/news-source/voice-america,354,384,0.4796747967479675,3.0
Voice of Chid (Chidike Okeem),agree disagree 12/21,right,https://www.allsides.com/news-source/voice-chid-chidike-okeem-media-bias,12,21,0.36363636363636365,5.0
Volante,agree disagree 201/221,center,https://www.allsides.com/news-source/volante,201,221,0.476303317535545,3.0
Vote Smart,agree disagree 284/281,center,https://www.allsides.com/news-source/vote-smark,284,281,0.5026548672566372,3.0
Votebeat,agree disagree 11/18,center,https://www.allsides.com/news-source/votebeat-media-bias,11,18,0.3793103448275862,3.0
Votebeat Arizona,agree disagree 6/7,center,https://www.allsides.com/news-source/votebeat-arizona-media-bias,6,7,0.46153846153846156,3.0
Vox,agree disagree 35305/16027,left,https://www.allsides.com/news-source/vox-news-media-bias,35305,16027,0.6877776046131069,1.0
VT Digger,agree disagree 267/295,center,https://www.allsides.com/news-source/vt-digger,267,295,0.4750889679715303,3.0
WABI 5,agree disagree 10/10,center,https://www.allsides.com/news-source/wabi-5-media-bias,10,10,0.5,3.0
Waco Tribune-Herald,agree disagree 13/15,center,https://www.allsides.com/news-source/waco-tribune-herald-media-bias,13,15,0.4642857142857143,3.0
WAFB 9,agree disagree 13/15,center,https://www.allsides.com/news-source/wafb-9-media-bias,13,15,0.4642857142857143,3.0
WAGM 8,agree disagree 4/5,center,https://www.allsides.com/news-source/wagm-8-media-bias,4,5,0.4444444444444444,3.0
Wake Up to Politics,agree disagree 153/131,center,https://www.allsides.com/news-source/wake-politics-media-bias,153,131,0.5387323943661971,3.0
Wall Street Journal (News),agree disagree 28480/30231,center,https://www.allsides.com/news-source/wall-street-journal-media-bias,28480,30231,0.4850879732929093,3.0
Wall Street Journal (Opinion),agree disagree 13259/8957,right-center,https://www.allsides.com/news-source/wall-street-journal-opinion,13259,8957,0.5968221101908534,4.0
Walt Handelsman (cartoonist),agree disagree 144/142,left,https://www.allsides.com/news-source/walt-handelsman-cartoonist,144,142,0.5034965034965035,1.0
WANDTV,agree disagree 121/112,center,https://www.allsides.com/news-source/wandtv-media-bias,121,112,0.51931330472103,3.0
WANE 15,agree disagree 16/16,center,https://www.allsides.com/news-source/wane-15-media-bias,16,16,0.5,3.0
Washington Blade,agree disagree 27/30,left-center,https://www.allsides.com/news-source/washington-blade-media-bias,27,30,0.47368421052631576,2.0
Washington City Paper,agree disagree 17/21,center,https://www.allsides.com/news-source/washington-city-paper-media-bias,17,21,0.4473684210526316,3.0
Washington County Insider,agree disagree 11/11,center,https://www.allsides.com/news-source/washington-county-insider-media-bias,11,11,0.5,3.0
Washington Diplomat,agree disagree 10/12,center,https://www.allsides.com/news-source/washington-diplomat-media-bias,10,12,0.45454545454545453,3.0
Washington Examiner,agree disagree 16206/8405,right-center,https://www.allsides.com/news-source/washington-examiner,16206,8405,0.6584860428263785,4.0
Washington Free Beacon,agree disagree 1444/923,right,https://www.allsides.com/news-source/washington-free-beacon,1444,923,0.6100549218419941,5.0
Washington Monthly,agree disagree 388/367,left-center,https://www.allsides.com/news-source/washington-monthly,388,367,0.5139072847682119,2.0
Washington Post,agree disagree 41317/30586,left-center,https://www.allsides.com/news-source/washington-post-media-bias,41317,30586,0.5746213648943715,2.0
Washington Times,agree disagree 29997/14551,right-center,https://www.allsides.com/news-source/washington-times-bias,29997,14551,0.6733635628984466,4.0
Watchdog.org,agree disagree 639/675,right-center,https://www.allsides.com/news-source/watchdogorg,639,675,0.4863013698630137,4.0
WATD,agree disagree 10/11,center,https://www.allsides.com/news-source/watd-media-bias,10,11,0.47619047619047616,3.0
Watertown Public Opinion,agree disagree 15/26,center,https://www.allsides.com/news-source/watertown-public-opinion-media-bias,15,26,0.36585365853658536,3.0
WBAL 11,agree disagree 17/16,center,https://www.allsides.com/news-source/wbal-11-media-bias,17,16,0.5151515151515151,3.0
WBAY 2,agree disagree 17/17,center,https://www.allsides.com/news-source/wbay-2-media-bias,17,17,0.5,3.0
WBBJ 7 Eyewitness News,agree disagree 14/13,center,https://www.allsides.com/news-source/wbbj-7-eyewitness-news-media-bias,14,13,0.5185185185185185,3.0
WBIR 10,agree disagree 18/21,center,https://www.allsides.com/news-source/wbir-10-media-bias,18,21,0.46153846153846156,3.0
