Date,Title,Bias Rating
Mar 30 2021,Will 3-Foot Spacing Still Make Sense With New COVID Variants in the Community?,center
May 12 2021,"In Wake Of Pipeline Hack, Biden Signs Executive Order On Cybersecurity",left
Jan 04 2020,Safe with the base: Core Trump supporters back Soleimani assassination,right
May 11 2021,Gas Prices Hit Highest Point Since 2014 after Pipeline Hack,right
Sep 26 2020,Democrats: Amy Coney Barrett Will Strip Millions of Health Insurance,left
May 08 2017,Trump EPA to replaces scientific review boards with climate deniers and industry lobbyists,left
Oct 22 2017,"Trump sees 'great spirit' for tax reform plan, targets passage by end of the year",left
Aug 04 2020,"'It's like Hiroshima': Massive explosion rocks Beirut, causing thousands of injuries and widespread damage",left
May 17 2019,OPINION: Trump offers deals where only he can win,left
May 15 2019,US Evacuates Some Government Employees From Iraq Over Iran Threat,right
Aug 01 2020,10 Reasons Medicare-For-All Is A Bad Idea Besides Financial Bankruptcy,right
Nov 04 2023,Israel Claims Responsibility of Deadly Strike on Ambulance in Gaza,left
Jun 21 2021,Democrats’ domestic agenda bogged down by Republican obstructionism,left
Nov 01 2023,"Gaza Border Crossing Opens to Allow Foreigners, Wounded Into Egypt",right
Jan 06 2020,Soleimani Killed,not rated
Sep 18 2021,Corporations Control Canada’s Infrastructure — But the Major Parties Won’t Confront Them,left
Sep 19 2019,Iran's Zarif Threatens 'All Out War' If Military Strike on Iran,right
Apr 12 2020,What Easter Can Teach Us About Suffering,left
Mar 12 2018,"Armed and safe? At Ohio schools, the security plan includes teachers and guns.",left
Jan 02 2018,Connect Students Across the Country,not rated
May 05 2017,Why inequality isn’t just about money – it’s about stability,center
Jan 05 2021,These Cities Tried to Tackle Disinvestment. Here Are Lessons From What Happened.,left
Sep 10 2021,NIH Documents Provide New Evidence U.S. Funded Gain-of-Function Research in Wuhan,left
May 14 2020,How A String Of Deceptively Edited Videos Highlight The Media’s Misinformation Problem,right
Feb 04 2021,Biden to End Support for Saudi-Led Attacks in Yemen,right
Jan 18 2021,Inside the Capitol Riot: What the Parler Videos Reveal,left
Apr 28 2021,"Biden to push trillions in investment, plead for police reform in Congress speech",center
Jul 04 2022,America At War: The Fentanyl Crisis Killing Hundreds of Thousands,right
Aug 11 2019,Health care fight among 2020 Democrats shifts to taxes,center
Oct 23 2023,Will Iran Enter the Israel-Hamas Conflict?,center
Aug 22 2022,Is Democracy in Peril? Where the Left and Right Agree and Disagree,center
Sep 12 2018,Hurricane Florence: Mass evacuation from 'storm of a lifetime',center
Aug 11 2021,CNN’s Acosta Finds New Villain as Trump Recedes: ‘DeSantis Variant’,right
Nov 25 2020,A Loss of Direction and the Rise of Populisms,right
Nov 25 2020,Joe Biden urges nation to ‘forgo family traditions’ on Thanksgiving,right
Oct 18 2023,How Has Netanyahu Performed Amid Israel-Hamas Conflict?,center
Sep 03 2015,'NO CAMP! NO CAMP!': Scuffles break out at Hungary train station after police stop migrant train,right
May 09 2022,When Roe v Wade Doesn’t Have To Go Away,center
Apr 23 2021,Republicans Look to Slash the Size of Biden’s Infrastructure Plan,left
Aug 08 2021,Solar Farms Spark Civil War in Virginia,right
Oct 09 2020,America’s Ultrawealthy Already Got Their V-Shaped Pandemic Recovery,left
Aug 21 2020,Economic Data Points to Pause in Recovery as Aid Programs Expire,left
Nov 19 2020,Parler CEO: 'Not against the law' to express 'crazy' opinions,center
Nov 27 2023,"Israel and Hamas Extend Ceasefire, Hamas to Release 20 Additional Hostages",left
Feb 14 2019,Amazon cancels plans for New York City HQ2,left
Jun 24 2020,"Here are the factors, and the stocks, that will help you play the COVID-19 market",center
Jul 08 2022,"Media Bias Alert: NPR, AP, CBS Criticized for Description of Shinzo Abe",right
Feb 02 2020,"Campaigns slam new debate rules, as DNC changes make way for Bloomberg to be on stage",left
Jun 13 2017,Five things to watch in Sessions hearing,center
Dec 21 2017,OPINION: You Cannot Be Too Cynical About the Republican Tax Bill,left
Oct 14 2016,Clinton expands outreach to male Republican voters in wake of Trump issues,left
Oct 11 2023,Israel Forms Emergency Unity Government to ‘Crush’ Hamas,center
Oct 22 2023,Well-Known Detroit Synagogue Leader Stabbed to Death Inside Her Home,left
Apr 15 2017,Lawmakers plot ways to force Syria war vote,left
Sep 29 2020,Clearing Up What Happened With the Discarded Pennsylvania Ballots,right
Mar 11 2018,"Defiance, resistance: The front lines of California’s war against the Trump administration",left
Jun 17 2021,Biden signs bill into law making Juneteenth a national holiday,left
Oct 10 2014,"U.S. Income Inequality Isn't Soaring, It's Falling",right
Oct 11 2012,Grit Won,left
Nov 22 2023,Israel and Hamas Agree to Hostage Deal and Temporary Ceasefire,left
Oct 08 2012,Romney sees retreat in ObamaÃ¢â‚¬â„¢s foreign policy,right
Aug 01 2017,Top Venezuelan opposition leaders taken into custody amid fears of wider crackdowns,left
Jul 05 2022,How Supreme Court Ideology Has Shifted Over Time,left
May 10 2021,Why Gas Prices Could Spike Soon...And Will Biden's Crew Address It Today?,right
Jan 23 2018,"Centrists break Senate logjam, pave new path for ‘common sense’ bipartisanship",right
Nov 04 2020,'We'll Be Working 24 Hours': Vote Counting To Continue Through The Week,left
Jul 24 2017,Poll: Americans split 42%-42% on impeaching Trump,left
Nov 12 2017,Brady vows GOP tax plan will bring 'relief' to Americans of all income levels,right
Jun 26 2020,"Seattle City Workers Move To Clear Autonomous Zone, Leave After Activist Draws Gun",right
Nov 10 2017,"Senate Tax Plan Diverges From House Version, Highlighting Political Pressures",left
Mar 27 2015,Foster Friess chides Rand Paul in not-so-private email,left
Jul 23 2018,"Congratulations, You Are Now a U.S. Citizen. Unless Someone Decides Later You’re Not.",left
Nov 21 2019,"When Asked How They’ll Pay for Their Plans, Democrats Should Answer Just as Trump Does: Mexico",left
Dec 17 2020,2020’s murder increase is ‘unprecedented.’ But is it a blip?,center
Jun 17 2020,"Seattle PD Claims CHAZ Isn’t A Cop-Free Zone, But Reporters On The Ground Heard A Different Story",right
Jun 22 2020,"Left eyes huge night in NY, Kentucky primaries",center
Apr 01 2021,"Biden’s Big Bet: Tackling Climate Change Will Create Jobs, Not Kill Them",left
May 09 2017,Liberals and Conservatives Are Equally Likely to Seek Out Political Bubbles,left
Feb 12 2020,Prosecutors drop charges against man accused of threatening to kill Trump: 'More of a rant by an idiot',center
Sep 11 2020,Kansas City Chiefs fans booed players during a moment of unity against racism,left
Jun 20 2018,Unhinged: The Six Most Deranged Media Takes on U.S. Border Policy,right
Aug 15 2021,Afghanistan Falls To The Taliban Again As The U.S.-Backed Government Collapses,left
Jan 30 2017,Obama Bombed 5 OF 7 Countries Trump Banned – Media Didn't Care,right
Jan 12 2024,South Africa Accuses Israel of Genocide at International Court of Justice,right
Mar 29 2021,Giant ship blocking Suez Canal partially refloated amid hopes of unblocking waterway,left
Jul 03 2023,Israel Launches Largest West Bank Assault in 20 Years,center
Dec 04 2015,You won't believe what one of the San Bernardino shooters posted on Facebook during the attack,right
May 11 2021,Can Biden Make Corporate America Care About Cybersecurity?,left
Aug 04 2020,Biden as Bernie Bro: Trump campaign to recast Democrat as tool of the Left,right
Feb 17 2021,Federal agents seize more than 10M fake N95 masks,right
Aug 07 2020,Portland Mayor: Violent Rioters ‘Attempting to Commit Murder’,right
Jul 15 2021,IRS sends Child Tax Credit payments to families of 60 million children,left
May 14 2020,"Nurse Wearing Snoopy Scrubs, Floral Face Mask To Work Must Think Pandemic Some Kind Of Joke",left
Sep 14 2018,Hurricane Florence: Life-threatening storm lands in North Carolina,center
Nov 16 2023,Protest Outside Democratic Headquarters Turns Violent,center
Apr 08 2020,"When white America catches a cold, black America catches pneumonia",left
Sep 30 2017,Rich would benefit most from Trump tax cut plan: policy group,center
Apr 10 2020,South Korea,not-yet-rated
Jan 22 2021,Joe Biden Wants to Make Health Care “Secure for All.” He Should Just Make It Free.,left
Jul 01 2017,Why some inside the White House see Trump’s media feud as ‘winning’,left
Feb 16 2015,Dems’ scary electoral future: Why the progressive sales pitch is getting harder,left
Sep 23 2014,Obama: Syria strikes show ‘this is not America’s fight alone’,right
Aug 12 2020,Women Could Solve Manufacturing's Labor Crisis,center
Aug 12 2016,"Clinton economic speech: anti-Trump, with a dash of Sanders",center
Jun 13 2020,"Fox News runs digitally altered images in coverage of Seattle’s protests, Capitol Hill Autonomous Zone",center
Jun 27 2018,"For Once, Police Officer Promptly Charged in Shooting Death of Unarmed Black Teen",right
Dec 19 2017,Public opposition to tax bill grows as vote approaches,left
Sep 25 2019,"Des Moines Register hit after report digs up old, offensive tweets of local man who raised $1M for charity",right
Mar 29 2020,N Korea fires more missiles than ever amid coronavirus pandemic,left
Jun 13 2020,You Don’t Have to Publish Both Sides When One Side Is Fascism,left
Oct 21 2023,Humanitarian Aid Enters Gaza Through Egypt’s Rafah Border Crossing,left
Sep 15 2021,"North Korea, South Korea trade ballistic missile tests amid stalled U.S. nuclear talks",left
Jun 08 2020,Arizona ‘Karen’ slapped across the face for telling woman to ‘go back to Mexico’,right
Aug 30 2020,"At least 1 dead, several injured in latest Brooklyn shootings",right
Jun 08 2020,Authors: Antifa Rioters Are the Tech Economy’s College Discards,right
Sep 15 2020,Scientific American Endorses Joe Biden,left
Feb 18 2017,Many presidents have first year troubles. Trump is the same – and different.,center
Apr 12 2021,"Curfew lifted after protests over death of Daunte Wright, 20-year-old Black man shot by police during traffic stop: What we know",left
Apr 14 2022,Rising Gas Prices Push Inflation to 40-Year High,not rated
Jun 16 2021,Russia Conducts Largest Navy Exercise Since Cold War As Joe Biden and Vladimir Putin Meet,center
Feb 24 2021,Did a Late Night Ballot Dump Let Biden ‘Steal the Trump Landslide’?,right
Sep 19 2021,Pentagon Calls Kabul Drone Strike That Killed 10 Civilians A 'Tragic Mistake',right
May 19 2021,New York's Probe Into Trump Organization Is Now A Criminal Inquiry,left
Dec 04 2019,Minnesota Sen. Amy Klobuchar is quietly gaining momentum in the race for president as rivals drop out,center
Apr 08 2021,"Biden seeks a new view of infrastructure, far beyond asphalt",left
May 14 2021,When Israel and the Palestinians Go to War,center
Dec 09 2020,"Suspected Chinese spy targeted Bay Area politicians, then disappeared",left
Aug 28 2015,A Debt Ceiling Showdown Between Republicans Comes Into Focus,left
Oct 19 2016,Scandals surround Clinton's gatekeeper at State,right
Jun 18 2021,Bad strategy? How the Republican attack on voting rights could backfire,left
Aug 11 2021,Senate Passes Democrats’ $3.5 Trillion Budget Blueprint,center
Jul 16 2021,Hunter Biden’s prosecutor rejected moves that would have revealed probe earlier,left
Jul 14 2021,US to Begin Evacuating Afghan Allies in Late July,center
Jan 03 2017,Cuomo Proposes Free Tuition at New York State Colleges for Eligible Students,left
Sep 02 2014,Pentagon set to open second drone base in Niger as it expands operations in Africa,left
Nov 11 2017,Republicans Admit That CEOs And Donors Really Need The Tax Cut Bill To Pass — Or Else,left
Oct 10 2020,A Riot In The Suburbs: Inside The Changing Face Of Wisconsin 2020,right
Jun 15 2021,McConnell sparks new Supreme Court fight,center
Feb 09 2021,WHO says 'extremely unlikely' virus leaked from lab in China,center
Jun 06 2016,Was California The Last Weekend At Bernie's House Of Hope?,left
Dec 21 2016,"In Turkey, a Capstone to a Violent Year. In Germany, a Realization of Fears.",left
Jan 29 2015,How a Two-Tier Economy Is Reshaping the U.S. Marketplace,center
May 10 2021,‘It's not phony’: Biden hungry for a jobs deal with Republicans,left
Aug 06 2021,"U.S. Economy Added 943,000 Jobs in July, Unemployment Rate Fell to 5.4%",center
Jul 09 2012,"Obama calls for Bush tax cut extensions for those making less than $250,000",left
Jul 04 2019,"Happiness Depends on Freedom, and Freedom Depends on Courage",right
Mar 29 2021,"Grounded cargo ship Ever Given floating, moving through Suez Canal",left
Jun 10 2021,Biden administration buys 500 million Pfizer COVID-19 vaccine doses for global use,left
Oct 01 2020,"Coronavirus vaccine trial participants report day-long exhaustion, fever and headaches — but say it’s worth it",center
May 20 2017,Rouhani Wins Re-election in Iran by a Wide Margin,left
Nov 16 2017,Tax Bill Thrown Into Uncertainty as First G.O.P. Senator Comes Out Against It,left
Aug 28 2020,"U.S. political divide becomes increasingly violent, rattling activists and police",left
Mar 03 2020,Can the Fed and Friends Save the Economy?,left
Aug 25 2021,House Democrats clear path toward passing $3.5 trillion budget bill and infrastructure plan after breaking stalemate,center
Jul 14 2022,"US, Israel Commit to Stopping Iran from Developing Nuclear Weapons",left
Jun 24 2019,OPINION: How politics explains Trump's U-turns on Iran and immigration,left
Jul 02 2020,Was Ghislaine Maxwell hiding out at this $1 million home paid for in cash?,left
Apr 01 2019,Forget the shouting and demonizing: College students organize civil discussions,left
Jun 20 2019,The 2020 Nevada caucuses — and growing political power of the West — explained,left
Sep 03 2014,Confessions of a recovering Libertarian: How I escaped a world of Ron Paul hero worship,left
Oct 20 2012,Reducing the deficit by more than $4 trillion over the next decade,left
Jan 06 2020,The Assassination of Qassim Suleimani,not rated
May 22 2014,Opinion American capitalism is broken,left
Apr 30 2017,Trump at Rally Says He Has Delivered ‘100 Days of Action’,center
Aug 11 2020,Is Kamala Harris as Safe a VP Pick as She Seems?,right
Sep 14 2020,West coast cities face the world's worst air quality as wildfires rage,left
Apr 29 2014,Justices search for compromise on cellphone privacy,left
Oct 23 2018,"Trump Talks ""Illegals"" While Promising Impossible Tax Cuts at Ted Cruz Rally",right
Jul 18 2019,Donald Trump blames supporters for 'send her back' taunts against black lawmaker,left
Jan 02 2014,Obamacare Effects Begin to Hit Home,right
Jan 02 2014,Obamacare Effects Begin to Hit Home,right
Apr 09 2013,Margaret Thatcher's revolution,left
Aug 03 2020,"Ex-convicts face multiple barriers when attempting to reenter society, one of which is trying to get a job with a criminal record. Studies have indicated that recidivism rates are far higher for those who cannot find employment after being released from p",not rated
Jun 16 2020,‘History in the making’? Seattle protest zone prompts rethink on policing.,center
Sep 03 2014,Robert Reich: College is a ludicrous waste of money,left
Mar 31 2022,Russia's Pledge to Pull Back Met With Skepticism,not rated
Apr 15 2020,Joe Biden,not rated
Feb 26 2013,Obama's cynical sequester strategy,right
Oct 10 2019,"Ellen DeGeneres, George W. Bush, and the death of uncritical niceness",left
Jan 22 2021,Biden’s Team And Priorities Show How The Democratic Party Changed In The Trump Era,center
Oct 31 2023,"Israel Bombs Refugee Camp in Gaza, Claims Hamas Leader Killed",left
Jun 30 2019,"Age Isn't Everything, Says Bernie Sanders. 'It Is What You Stand For'",left
Oct 17 2020,It’s the world according to Trump: Could Biden turn back the clock?,center
Sep 12 2018,"Hurricane Florence track turns south, likely 'storm of a lifetime' for Carolinas",left
Mar 09 2021,The stimulus bill's Child Tax Credit expansion is exactly the pandemic relief parents need,left
May 14 2019,Tensions Flare With Iran,not rated
Mar 28 2022,When Supreme Court Confirmation Hearings Stop Mattering,center
Aug 12 2020,Is Kamala Harris as Safe a VP Pick as She Seems?,right
Oct 04 2012,How Federal Tax Policy Changes Have Affected and Will Affect Income Inequality,left
Jun 13 2016,"Trump warns of immigration 'Trojan horse,' Clinton rejects criticism on 'name-calling'",right
Apr 16 2021,Cuba readies for life without Castro,center
Sep 13 2014,Christians Enraged With Cruz Over Pro-Israel Comments,left
Jul 25 2013,The Inequality President,right
Oct 28 2020,Hurricane Zeta speeds toward a storm-weary Louisiana,left
Mar 01 2021,Miguel Cardona: Biden’s pick for Education is a teacher – and unifier,center
Feb 23 2017,Trump Rescinds Rules on Bathrooms for Transgender Students,left
May 17 2021,"Racism in schools, and a battle for respect",center
May 17 2021,Supreme Court takes up major abortion case next term that could limit Roe v. Wade,left
Nov 23 2016,"A judge rejected Obama's plan to give overtime rights to workers making less than $47,000",left
Jul 12 2021,"As pandemic wanes, border debate takes new twists",center
Nov 12 2016,TRUMP MOVES TO DELAY FRAUD TRIAL UNTIL HE’S PRESIDENT,left
Sep 13 2016,"Median incomes are up and poverty rate is down, surprisingly strong census figures show",left
Aug 20 2020,How to end America's politics of hate and polarization,not rated
Apr 06 2021,McConnell to CEOs: 'Stay out of politics.' Republicans threaten businesses opposing Georgia voting law,left
Apr 16 2019,Taxes,not rated
Nov 02 2020,Pittsburgh Paper Backs Trump in First Republican Presidential Endorsement Since 1972,right
Dec 04 2020,Movie Theaters Aren’t Dying—They’re Being Murdered,left
May 11 2021,What’s Behind the Vaccine Slowdown?,left
Oct 22 2012,Foreign policy Obama's 'sweet spot' or vulnerability?,right
Mar 11 2020,When global becomes local: How local newsrooms in the U.S. are covering the coronavirus,center
Aug 29 2020,‘I chose to keep going’: Resilience of New York workers tested by pandemic,center
Apr 02 2021,"CDC admits it does not know if vaccinated people spread the virus, walks back own director's claim that data shows they don't carry COVID",right
Sep 24 2012,"Obama heads for taping of 'The View,' as UN summit begins",right
Oct 16 2023,Should the US Accept Gaza Refugees?,left
Mar 06 2020,Protect public safety to help small businesses create jobs,right
Aug 21 2019,Parents Sue Texas School District After White Administrators Used Sharpie to Cover Black Student’s Haircut,left
Jul 27 2021,Vaccination Agitation,right
Sep 19 2020,What Ruth Bader Ginsburg Would Want America to Do Now,left
Jun 03 2021,Top Cybersecurity Official Has a Warning About Ransomware Attacks,right
Mar 29 2021,Ever Given Partially Afloat As Salvage Teams Race To Reopen Suez Canal,left
Dec 31 2012,Obama Says Failure to Reach Fiscal Deal Would Hurt Markets,right
Mar 31 2016,Is abortion debate based on politics… or worldview?,right
Nov 24 2020,Right-wing media dismiss efforts to save thousands of lives as a “War on Thanksgiving”,left
Mar 12 2021,Coastal communities experience sea-level rise four times worse than global average,center
Oct 19 2016,Donald Trump and Hillary Clinton face fear and loathing at third debate,left
Aug 01 2012,Swing state poll: Romney still struggling to convince voters he cares,left
Aug 23 2016,A New Report on America's Wealth Gap Shows Bernie Sanders Is Right to Be Grumpy,left
Jun 29 2021,Republican Strategists: GOP Grassroots Reject Joe Biden’s Infrastructure Plans as Mitch McConnell Deliberates,right
Nov 07 2013,Americans Still Mad As Hell Over Shutdown,left
Nov 20 2020,Why Fox News Can’t Afford to Quit Donald Trump,left
Jul 21 2021,Police reform: Why it’s so tough to get – and keep – the right chief,center
Aug 11 2021,"Senate Passes $3.5 Trillion Partisan Budget Plan, Clearing Way for Sweeping Government Expansion",right
May 01 2014,The Coming Two-Tier Health System,right
Apr 28 2021,Biden to pitch sweeping ‘family plan’ in speech to Congress,left
Feb 17 2017,'The Press Is Out of Control!' Trump Echoes Americans' Distrust of Mainstream Media,right
Dec 04 2022,Iranian 'Morality Police' Will Be Disbanded Following Protests,right
Apr 10 2020,Russia,not-yet-rated
Jun 23 2021,Supreme Court Rules for High School Cheerleader in Free-Speech Case Over Snapchat Post,center
Jun 26 2020,These protests feel different because they’re shifting public opinion,left
Jun 05 2020,Alabama city removes Confederate statue without notice,left
Aug 03 2020,Hurricane Isaias makes landfall in North Carolina,center
Nov 11 2013,Why Arab presidents and princes are pledging millions to Philippines in Typhoon Haiyan aid,center
Feb 02 2015,"Budget 2016: Obama moves left, testing Republicans",center
Apr 06 2020,"We Asian Americans are not the virus, but we can be part of the cure",left
May 30 2020,Churches Remain Shut Down While Riots Engulf The Nation,right
Jul 01 2020,Seattle police clearing out 'lawless and brutal' protest zone,center
Apr 19 2016,"A Homecoming, and a Triumph, for Hillary Clinton in New York",left
Feb 13 2013,"State of the Union brings out more of the 'same old, same old'",left
May 25 2020,Are stock investors too complacent about a full-scale blowup between China and the U.S.? Here’s what Wall Street experts say,center
Jul 27 2020,US Supreme Court Rules Against Nevada Church on Attendance Cap During COVID-19,right
May 22 2015,The one fight Harry Reid surrendered,left
Jan 24 2016,This Is A Thing Donald Trump Just Said. For Real. This Is Real Life.,left
Apr 07 2021,Hundreds of migrants caught at US-Mexico border as video of young boy raises pressure on Biden administration,right
Jun 14 2021,Why It’s Impossible To Teach History Only Using ‘The Facts’,right
Jun 23 2020,Jackson Statue Near White House Still Standing After Protesters Try To Topple It,left
May 14 2021,Israel intensifies attacks in Gaza as conflict enters fifth day,center
Oct 01 2016,"Unmarried Voters Have the Numbers, If Not the Attention",center
Feb 07 2024,US Drone Strike in Baghdad Kills High-Ranking Commander of Pro-Iran Group,left
Jan 25 2021,‘A too-powerful presidency’: Will US ever rein in executive branch?,center
Jul 12 2021,'We are no longer afraid': Thousands of Cubans protest against conditions on island,left
May 18 2020,Western States Lead the Way in Vote-By-Mail Elections,left
Apr 24 2021,Biden Becomes First U.S. President to Recognize Armenian Genocide,center
Jul 23 2018,Undaunted Democratic Centrists Ready to Fight Trump and Bernie at Same Time,not-yet-rated
Jul 24 2013,"As Obama Renews Jobs Push, How Is The Economy Doing?",left
Mar 25 2020,‘Do you have the corona?’: Asians in Chicago worry about damage done after Trump repeatedly called COVID-19 the ‘Chinese virus’,center
Apr 16 2017,North Korea missile test: Latest launch 'blew up almost immediately',right
Jan 30 2014,Obama's foolish proposals won't fix distressed economy,right
Mar 22 2020,China,not-yet-rated
Aug 24 2021,Behind The Florida Condo Collapse: Rampant Corner-Cutting,center
May 12 2021,GOP votes to dump Cheney from leadership,center
Jun 02 2020,Trump is incapable of wielding power,left
Apr 09 2021,The Pandemic’s Terrible Toll on Kids,center
Oct 22 2012,Congress still has time to get it right,left
Aug 20 2021,When The United States Gets Bored and Goes Home,center
Dec 16 2014,Russia’s major interest rate hike fails to halt ruble’s plummet,left
Nov 25 2015,"Videos of police shootings don't always tell the full story, experts warn",left
Aug 21 2021,"Hurricane Henri on track to hit Northeast; Cuomo declares state of emergency for NYC, Long Island",left
Apr 11 2020,State of Palestine,not-yet-rated
Apr 05 2021,Republicans mobilize for showdown that will help define the Biden presidency,left
Jul 07 2015,Martin Luther King's Politics of Hope - Beyond Polarization,left
Nov 11 2015,"GOP candidates clash on immigration, defense at 4th debate",right
May 07 2021,How Trump is hunting down the GOP’s leading families,left
May 02 2020,Rising Income Inequality Is Direct Result Of Campaign Finance Cases,center
Dec 11 2012,Raising the Medicare Eligibility Age Would Harm Seniors and Increase Health Care Spending,left
Mar 06 2020,"Democratic, Republican voters actually agree on ways to juice the economy. What's in the way? Politics.",left
Aug 02 2020,TikTok Could Have Been China’s Nintendo,left
Nov 29 2012,Obama Tilts Tax Debate Away From Spending Cuts,left
Aug 01 2020,Stop fearmongering about 'Medicare for All.' Most families would pay less for better care.,left
Nov 18 2012,"Diplomat on the Rise, Suddenly in Turbulence",left
Apr 01 2021,"College affordability, loan forgiveness, and a path to the future",center
Dec 10 2020,How Small Retailers Are Getting Creative to Survive a Pandemic Holiday Season,left
Aug 02 2012,Campaigns turn to economy ahead of jobs numbers,left
Aug 28 2016,Clinton's aversion to news conferences is not helping her perception problems,left
Nov 10 2020,Trump's New Lawsuit Looks Like an Attempt To Cancel All Mail-in Votes in Pennsylvania,right
Feb 18 2021,Biden pushes democracy abroad as a matter of national security,center
Feb 17 2021,Biden takes COVID-19 rescue pitch to battleground Wisconsin,right
Apr 30 2021,The US is taking a major step toward resuming normal life,left
Apr 21 2020,"Democrat Govs. Pritzker, Whitmer Push Back at Trump Over Protests",right
Apr 29 2021,Biden’s Economic Plan Would Redistribute Trillions and Expand Government,center
May 27 2021,Biden to Propose $6 Trillion Budget to Make U.S. More Competitive,left
May 27 2021,"As crises recede, Biden’s agenda faces uphill climb",center
Apr 15 2013,"On Tax Day, some will see how Obamacare will affect them",left
Jan 27 2021,Biden aims for most ambitious US effort on climate change,left
May 05 2019,Trump on collision course with Supreme Court; justices may avoid interference in 2020 election,left
May 24 2021,What if the Pandemic Was Man-Made?,right
Feb 02 2016,OPINION: Iowa: Revenge of the outsiders,not-yet-rated
Jun 02 2020,"Minnesotans in their thousands donate food, supplies to riot-hit families",not-yet-rated
Oct 24 2023,"Hostage Released by Hamas Describes Capture, Tunnel System",right
Dec 09 2019,"Don’t give up on democracy, fellow young voters",center
Apr 11 2020,Income inequality in the United States,not-yet-rated
Oct 29 2020,White House coronavirus taskforce warns of 'unrelenting' spread,left
Mar 19 2021,Ron DeSantis Is Very Pleased With Himself,left
Feb 23 2015,OPINION: Reform conservatives are conservative!,left
Mar 21 2019,OPINION: We Are Going To Lose The Coming War With China,right
Date not found,Global Research,not rated
Nov 30 2019,What Is ‘Failson’ Culture? Look No Further Than the Family Trump for the Answer,left
Nov 18 2014,Four Rabbis Are Killed in Jerusalem Synagogue Attack,left
Oct 04 2012,Timeline: Cutting Poverty and the Federal Deficit Is Possible Congress Came Together to Do Both in the Ã¢â‚¬Ëœ80s and Ã¢â‚¬Ëœ90s,left
Apr 25 2013,House Panel Says It Will Offer Series of Immigration Bills,left
Jun 08 2020,"CBS Deceptively Edits Barr Interview, Leaving Out Key Details On Violent Riots, Police Oversight",right
Jun 16 2021,US Scrambled F-22s in Response to Russian Military Maneuvers Near Hawaii,right
Jun 16 2021,"Ahead of Biden-Putin summit, Russia conducts what it calls its largest naval exercise in the Pacific since Cold War",left
Jan 15 2021,"Conservative Leaders: Tech Companies Pose Existential Threat, Must Be Broken Up",right
Jan 26 2024,UN Staffers Accused of Participating in Oct. 7 Hamas Attack,left
Dec 15 2020,FDA finds Moderna coronavirus vaccine is effective and safe,right
Oct 26 2020,Trump’s Fate Rests on Countrypolitan Counties,left
Feb 15 2013,Obama wraps State of Union speech tour in Chicago,right
May 13 2021,Colonial Pipeline says deliveries will reach all markets by midday,left
Dec 09 2020,The Resentment That Never Sleeps,left
Oct 09 2016,“HE AND I HAVEN’T SPOKEN”: TRUMP AND PENCE ARE HAVING A VERY PUBLIC COUPLE'S ARGUMENT,left
Sep 15 2014,Facts vs. the GOP: Why America is living through a new era of segregation,left
Aug 05 2017,U.S. Marines search for three servicemembers off Australia after aviation 'mishap',center
Jun 30 2016,Odd battle: Presumptive GOP nominee Trump vs. Chamber of Commerce,left
Sep 13 2016,Income up. Inequality down. But what of rural folk?,center
Aug 31 2021,"The last US military planes have left Afghanistan, marking the end of the United States' longest war",left
Mar 08 2021,California housing crunch: Is the answer to end single-family zoning?,center
Sep 13 2019,"Doug Schoen: At third Dem debate, one big winner and two surprise losers",right
May 04 2021,House GOP reelection committee expanding list of Democratic targets,right
May 09 2019,North Korea launches 'two short-range missiles',left
Sep 11 2013,Explosion rocks Libya's Foreign Ministry building in Benghazi on 9/11 attack anniversary,right
Jan 03 2020,Ilhan Omar ‘outraged the president would assassinate a foreign official’,right
Sep 28 2012,Cutting taxes for working Americans,left
Sep 26 2012,Romney to Camera in New Ad: Let's Talk About The Economy,right
Jul 02 2020,Michael Cohen caught at NYC restaurant — and it could land him back in prison,right
Oct 01 2020,Lockdowns Intended To Preserve Our Health Are Making Us Poorer and Angrier,right
Sep 29 2020,"College No Place for Free Speech Fans, Rankings Show",center
Jun 27 2021,"Report: Black, Latino voters reject radical far-left policies like 'defund the police'",right
Oct 03 2021,Bombing Near Kabul Mosque Marks First Major Attack Since US Withdrawal,left
Oct 17 2018,Report: Google News Biased Toward the Left 4-to-1,right
May 04 2022,Live Blog: Daily Russia-Ukraine News Updates,not rated
Feb 25 2020,US election: How left-wing is the Democratic field?,center
Sep 17 2021,Afghan Refugees Set to Start New Lives in US,left
Jan 03 2020,Story of the Week: Militias Mount Violent Protests at U.S. Embassy in Baghdad,center
Mar 29 2015,These people are REALLY ready for Warren,left
Sep 09 2021,Americans Among 200 People on Evacuation Flight From Kabul,left
Aug 20 2021,"US Works to Evacuate Americans, Afghans at Kabul Airport",right
Aug 18 2021,Perspectives: Global Impact of the Afghan Government's Collapse,right
Aug 15 2021,Afghanistan Government Collapses As Taliban Fighters Conquer Kabul,left
Aug 14 2021,"Amid Pressure To Step Down, Afghan President Pledges To 'Prevent Further Instability'",right
Feb 18 2013,White House seeks 'balanced way' to budget fix,right
Mar 24 2021,DeSantis erodes Florida’s Covid rules — and spring breakers go wild,left
Jul 09 2012,ObamaÃ¢â‚¬â„¢s misleading tweet on RomneyÃ¢â‚¬â„¢s taxes,left
Apr 08 2020,Newsom Says Coronavirus Data Doesn't Show Racial Disparities,right
