Date,Title,Bias Rating
Jul 29 2014,"U.S. Says Russia Tested Cruise Missile, Violating Treaty",left
Sep 02 2018,People line streets as McCain laid to rest Sunday at U.S. Naval Academy,right
Feb 18 2015,Can Jeb Bush escape his brother's legacy in Iraq?,left
Oct 09 2020,A Riot In The Suburbs: Inside The Changing Face Of Wisconsin 2020 ',right
Oct 24 2019,"Republicans press for whistleblower testimony, and for answers on a hearing delay",right
Apr 23 2021,"The History of American Media Bias, Pt. 3: The 1900s-1950s",center
Oct 14 2013,U.S. has defaulted at least twice,left
Oct 21 2019,The Liberation of Mitt Romney,left
Jan 04 2015,Putin just imprisoned an innocent man to silence his opposition-leader brother,left
Jan 24 2015,"U.S. Once Had Universal Child Care, But Rebuilding It Won't Be Easy",left
Date not found,The Hoya,not rated
Dec 03 2019,Trump Decries Macron's 'Very Nasty' Comments at NATO Summit,right
Dec 03 2019,Nato summit: Trump blasts Macron 'brain dead' comments as 'nasty',center
Dec 24 2019,"Democrats Tell Court: More Impeachment Articles, Maybe, if Trump Lawyer Testifies",right
Apr 03 2020,"Desperate for insight, Trump's team turns to the past to try and save his presidency",left
Oct 05 2014,GOP’s midterm mantra: No to domestic violence,left
Jun 07 2015,"Obama, Merkel agree to extend punishment for Putin",right
Apr 02 2020,Trump’s coronavirus death toll estimate exposes his failure,left
Oct 19 2020,Trump vs. Biden Quick Links: Coronavirus Plan,not rated
Oct 31 2023,House GOP Unveils $14.3 Billion Standalone Israeli Aid Package,left
Jun 22 2023,"India’s Modi Touts US ‘Partnership’ at White House, Congress",center
Jun 02 2014,"Bergdahl release raises questions over security, congressional authority",right
Jun 01 2014,Hagel Celebrates Bowe Bergdahl’s Release in Surprise Afghan Visit,left
Oct 30 2023,US Announces Plans to Update Its Nuclear Arsenal,left
Nov 29 2019,Trump Visits Afghanistan and Says He Reopened Talks With Taliban,left
Nov 29 2019,"Trump thanks troops on Afghan visit, says Taliban want deal",left
Oct 15 2019,Trump's GOP impeachment firewall holds strong,center
Oct 14 2019,"Now That Shep Smith Is Gone, Trump Zeroes In On Fox News’ Chris Wallace",left
Oct 14 2019,The Clinton Legacy: Impeachment Hurts the President,left
Dec 19 2019,What’s next in the Senate now that the House has impeached Trump,left
Dec 18 2019,Democrats set to take historic step of impeaching Trump,center
Date not found,Socialist Alternative,not rated
Jan 08 2013,Obama Security Picks Court Controversy,center
Jan 07 2013,"ObamaÃ¢â‚¬â„¢s Pick for Defense Is an Ally, and a Lightning Rod",left
Mar 23 2013,An Obamacare rerun: Senators target health law in 'vote-a-rama'  - Jennifer Haberkorn,left
Mar 24 2015,OPINION: Will GOP pay any political price for budgetary hocus-pocus?,left
Mar 22 2015,Obama Considers Slower Afghan Exit,center
Oct 10 2019,House Freedom Caucus demands Adam Schiff's 'immediate recusal' from impeachment probe,right
Oct 10 2019,Trump warns GOP Senate leader Mitch McConnell about disloyal Republicans,left
Nov 04 2021,How The Use of Red and Blue in Politics Has Changed Over Time,right
Mar 26 2020,Record 3.28 Million File for U.S. Jobless Benefits,center
Sep 02 2019,2020 Democrats enter crucial stretch,center
Aug 06 2021,When Ohio Speaks For the Country — Again,center
May 12 2020,Communist China spread coronavirus on purpose: Cheney,right
Dec 12 2019,McConnell to move to acquit Trump in Senate trial: report,center
Mar 04 2024,Netanyahu Rival Benny Gantz Visits US Amid Calls for Gaza Ceasefire,center
Dec 10 2019,Trump blasts FBI director Wray for backing IG report that 2016 campaign probe was justified,left
May 25 2015,Homeless veterans deserve a place in the American dream,left
Dec 09 2019,Impeachment and the history of political combat,center
Feb 19 2015,"Islamic State Defeat Hinges on Stable Syria, Obama Says",center
May 08 2020,Trump's Critics Can't Have It Both Ways,right
Jul 15 2015,How Polarization Weakened Confederate Flag Support,center
Jan 23 2020,Everyday Americans are distressed by the impeachment trial of President Donald Trump. If they care at all.,left
Mar 20 2020,GOP hopes Trump can stick to new persona as crisis unfolds,right
Jan 15 2016,Obama administration announces halt on new coal leases,right
Oct 01 2019,Gary Meltz: Don't bet on Trump's impeachment to help Democrats win 2020,right
May 29 2016,"In campaign chaos, Donald Trump shows his management style",left
Oct 01 2019,Red-state Democrats worry impeachment may spin out of control,center
Sep 30 2019,U.S. House impeachment inquiry to intensify; Trump remains defiant,center
Sep 30 2019,Biden campaign demands networks stop booking Rudy Giuliani,left
Dec 05 2019,"Trump threatens to have Schiff, Bidens, Pelosi testify in Senate trial as he dares House to impeach",right
Feb 02 2015,"Polarized, Partisan, Petty America",left
Aug 22 2019,What Could Sink Trump’s Chances in 2020?,right
Dec 04 2019,"House Dems Release Impeachment Report Accusing Trump of Leveraging Aid for Political Benefit, Obstructing Resulting Probe",right
Jul 21 2020,Trump's pandemic reversals betray anxiety about November election hopes,left
Sep 25 2019,Be careful what you wish for: Impeachment inquiry poses risks for 2020 Democrats,center
Sep 15 2014,Why the Scottish Vote Is Shaking Up Europe,left
May 08 2016,McCain on Trump: 'Foolish' to ignore will of GOP voters,left
Aug 21 2020,"Biden Surpasses Expectations in Acceptance Speech, But Debates Loom Large",right
Jan 16 2020,NPR’s sanitizing of Trump’s Milwaukee rally shows how he’s broken the media,left
Jan 27 2020,Bolton Bombshell Adds Pressure on GOP as White House Pushes Back,left
Nov 07 2019,"In Trump's shadow, Republican suburban slide shows little sign of slowing",center
Sep 06 2014,NATO agrees on new 'spearhead' force to meet global threats,left
Nov 06 2019,"In Kentucky And Virginia, A Strong Night For Democrats In Off-Year Elections",left
Jan 03 2015,Republicans in state governments plan juggernaut of conservative legislation,left
Jan 13 2020,"Dems silent on Iran protests as demonstrators blame regime, not Trump, for plane crash",right
Jan 23 2020,Trump’s Removal Would Be Insane,right
Nov 13 2012,Gen. John Allen ensnared in Petraeus scandal,left
Apr 21 2016,EARTH DAY SHOCKER! CAPITALISM SAVES THE PLANET! (PART I),right
Apr 27 2020,The state we're in: will the pandemic revolutionise the role of government?,left
Mar 23 2015,Expert: ISIL 'highly likely' to launch gas attack in London,left
Feb 10 2024,"Mexico Surpasses Canada as Top US Trade Partner, China Falls by 16.7%",left
May 06 2014,The Selective-Outrage Committee on Benghazi,left
Jan 06 2020,"Trump doubles down on threat to Iranian cultural sites, demands Iraq pay for U.S. base",left
Aug 19 2014,"Despite sanctions relief, Iran aids Hamas with missile technology",right
Nov 19 2019,What to expect from this week’s impeachment hearings,left
May 28 2015,"Scott Walker Calls Ultrasound Photos 'Cool,' Media Misquotes and Demonizes Him",right
Jul 17 2013,Liz Cheney's Senate Bid Exposes GOP Schism,right
May 17 2015,Many Utahns celebrated Armed Forces Day,center
May 17 2015,Marco Rubio Struggles To Explain Whether He Thinks Invading Iraq Was A 'Mistake',left
Nov 14 2019,Expanding Democratic field reflects jitters over Trump – and the unknown,center
Jul 16 2021,Persuasion Tactics the Media Uses to Sway You,center
Feb 26 2020,China’s Thin Skin Bruised Yet Again,right
Feb 25 2020,Land mines are back. Why the U.S. wants them in its arsenal again.,center
Feb 25 2020,Coronavirus only part of the story behind the Dow’s drop,left
May 28 2020,Nationalism Will Come Back from Trumpian Lows,right
Apr 27 2015,The Virtual Candidate,left
May 26 2020,"US nears 100,000 pandemic deaths: Does Trump feel your pain?",left
Jul 03 2020,Should America Declare Independence from Great Britain?,not rated
Nov 07 2019,Right to Confrontation: The Latest Bogus Legal Argument over the ‘Whistleblower’,right
Oct 16 2013,Whoa: Administration Needlessly Furloughed Thousands of Intelligence Workers During Shutdown,right
Apr 06 2019,Trump’s border threats jam up Pence’s trade tour,left
Jul 01 2020,"Trumpism, not polarization, drives America’s disastrous coronavirus politics",left
Jul 03 2012,Political Perceptions: 2012Ã¢â‚¬Â²s Missing Foreign Policy,right
Sep 20 2014,Congress Debrief: Some lawmakers question quick approval of military action,left
Dec 28 2022,Putin Bans Oil Exports to Countries That Impose Russian Oil Price Cap,left
Feb 06 2016,Afghanistan meeting ends with call for talks with Taliban,right
Nov 01 2019,House Votes for Impeachment Inquiry,not rated
Apr 25 2013,"Syria chemical weapons: ""Red line"" crossed, senators say",left
Apr 25 2013,White House in political bind over Syrian chemical weapons,left
Apr 08 2017,SYRIA IS ALREADY FLYING MISSIONS OUT OF THE AIR BASE TRUMP ATTACKED,left
Aug 29 2013,"Syria's best case, Syria's worst case",left
Jun 25 2020,The Temptation of Kayleigh McEnany,left
Aug 14 2022,Russia Confirms Brittney Griner Prisoner Swap Discussions with US,left
Jan 17 2016,Ronald Reagan made it all worse: How Republicans — the real party with their hands out — convinced white America that government was out to get them,left
Aug 13 2014,How America lost the Middle East,left
Mar 20 2013,Obama Vows Eternal Support For Israel,left
Jan 10 2016,"For Republicans, Mounting Fears of Lasting Split",left
Feb 21 2015,AP U.S. History controversy becomes a debate on America,left
Feb 18 2015,"ABC, CBS, NBC Skip Marie Harf’s Lefty ‘Jobs for ISIS’ Idea",right
Sep 25 2022,"Italy Votes on New Government, Reevaluating Place in European Order",right
Jan 03 2016,Iran and Saudi Arabia Exchange Heated Words After Execution of Shiite Cleric,left
Oct 12 2020,The Plot Against Gov. Gretchen Whitmer,not rated
Dec 29 2015,David Blankenhorn: Can rethinking diversity unite us?,center
Dec 20 2019,Trump impeachment collision up ahead,left
Jul 02 2019,Ginsburg Passing The Liberal Torch: Takeaways From A Big Supreme Court Term,left
Dec 26 2015,California Faces Lost Decades in Solving Drought,center
Dec 26 2015,2015: a year of fake outrage and backlash that made us feel better,left
Dec 19 2019,House Votes To Impeach,not rated
Jan 31 2015,The 3 deadliest drugs in America are all totally legal,left
Mar 27 2020,The other first responders: local journalists,center
Dec 18 2019,Trump at Michigan rally says 'it doesn't really feel' like impeachment,left
Oct 19 2014,How to blow an easy GOP win,left
Jan 21 2015,Obama Demands 'Better Politics' of Congress to Lift Middle Class,left
Jun 16 2020,Why America’s Institutions Are Failing,left
Dec 16 2020,Will election become a new ‘lost cause’ for evangelical conservatives?,center
Feb 02 2020,Beyond the picket fence: How one city is creating more affordable housing,center
Oct 15 2019,"Exclusive: Trump lawyer Giuliani was paid $500,000 to consult on indicted associate's firm",center
Dec 03 2019,"Trump slams Emmanuel Macron's rebuke of NATO, says France needs the alliance the most",right
Mar 07 2019,Trump revokes Obama rule on reporting drone strike deaths,center
Jun 24 2019,Iranian official warns more US spy drones can be blown out of the sky,right
Dec 28 2014,U.S.-Led Forces Formally End Afghanistan Combat Mission,center
Oct 10 2019,Two business associates of Trump’s personal lawyer Giuliani have been arrested on campaign finance charges,left
Dec 26 2014,"2014’s Most Skewed, Misleading, And Wrong Pieces Of Climate And Environment Coverage",left
Jun 02 2014,LA Weekley Cover: Republican as Klansman,right
Nov 21 2015,Poll: Americans Worried About a Major Terror Attack in the US,right
Oct 09 2019,What Hunter Biden Did Was Legal — And That’s the Problem,left
Sep 20 2022,UN Secretary-General Warns World Is in ‘Great Peril’ Amid Rising Geopolitical ‘Dysfunction’,left
Jun 14 2015,Keep Andrew Jackson on the $20,left
Sep 14 2019,What’s Going On With Trump’s Approval Rating?,center
Mar 01 2024,U.S. Plans to Airdrop Humanitarian Aid into Gaza Amid Ongoing Conflict,left
Jun 08 2020,First Thing: can cities live without police? Minneapolis may find out,left
Jun 08 2020,"After Left-Wing Mob Scalp The NYT and Philly Inquirer, Liberal Reporter Says 'The Media Industry Is Completely F**ked'",right
Jun 07 2022,World Bank Lowers 2022 Global Growth Prediction Amid Recession Fears,left
Jan 22 2020,On the Dangers of Democracy,right
May 24 2015,Hillary Clinton: 'No role whatsoever for American soldiers on the ground' in Iraq,left
Aug 07 2014,African leaders use summit to fight negative perceptions,left
Sep 30 2019,Whistleblower's Attorneys Worry For Client's Safety,left
Oct 03 2016,A Nation Built By Refugees,left
Jan 22 2020,Republicans Block Subpoenas for New Evidence as Impeachment Trial Begins,left
Mar 03 2016,McPeak’s McPolitics: A bright future for our broken union,center
Mar 10 2020,Stocks Soar in Turbulent Trading a Day After Bruising Selloff,center
Dec 08 2013,"Is it always the economy, stupid?",left
Nov 29 2014,Updated List: Who Will Replace Chuck Hagel?,center
Apr 26 2015,History trailing Japanese leader on his upcoming US visit,right
Sep 28 2015,McCain: GOP Fighting While Obama 'Puts Us in More Jeopardy',right
Jan 20 2024,Biden Says 'Massive Changes' Needed to Secure Southern Border,left
Jan 13 2020,Democrats voice concerns over Sanders,center
Apr 04 2017,"JARED KUSHNER, WHITE HOUSE C.E.O. AND TRUMP PRINCELING, VISITS IRAQ",left
Mar 09 2022,Who's to Blame for High US Gas Prices?,left
Nov 19 2019,"On impeachment, Jim Jordan goes for the takedown",center
Jul 06 2023,"Wagner Leader in Russia, Not Belarus, Lukashenko Says",center
Jan 08 2020,Missiles hit Iraq bases housing US troops; Iran claims responsibility,center
Sep 06 2015,Pope calls on Catholics to shelter Europe's migrants,left
Mar 14 2024,Hamas Approves of Biden’s New Gaza Aid Plan. Is It a Good Idea?,center
May 24 2019,It’s Time to Hold American Elites Accountable for Their Abuses,left
Jan 02 2013,"With U.S. Set to Leave Afghanistan, Echoes of 1989",left
Jun 07 2022,CNN is Evaluating Its Partisan Talent and Programming: Report,left
Mar 17 2015,"House GOP Budget Plan Calls for More Military Spending, Ending Health Law",center
Mar 17 2015,"OPINION: ‘Hands up, don’t shoot’ was built on a lie",left
Sep 07 2014,Obama to Present Case for Broader U.S. Mission Against Militants,left
Mar 14 2015,Debt Limit Drama Returns to Political Stage,center
May 20 2019,"As 2020 Abortion Battle Escalates, Trump Doubles Down on Abortion Exceptions",right
Feb 27 2017,Where did Steve Bannon get his worldview? From my book.,left
Oct 28 2020,Don't Freak Out About the Election,right
Jan 02 2016,Top Ben Carson Aides Quit Amid Campaign Turmoil,left
Oct 30 2019,'One of the Great Atrocities': US House Passes Historic Resolution Recognizing the Armenian Genocide,right
Nov 25 2012,"CEO Council Demands Cuts To Poor, Elderly While Reaping Billions In Government Contracts, Tax Breaks",left
Aug 15 2019,'Nothing short of a miracle': Dramatic standoff with Philadelphia gunman ends with no loss of life,left
Jun 23 2020,How a Conservative Commentator Turned the Left's Cancel Culture Campaign Against Itself,right
Feb 21 2015,GOP senators demand answers over disclosure of mission to oust ISIS from Mosul,right
May 18 2020,We Can Prevent a Great Depression. It’ll Take $10 Trillion.,left
Aug 09 2014,Obama ‘determined’ to avoid prolonged military action in Iraq,right
Apr 07 2020,"After this pandemic passes, America needs a reckoning with its national security",left
Jul 30 2014,House Approves Bill to Expand Veterans’ Access to Care,left
May 10 2019,How China doesn't play fair on trade,left
Feb 09 2015,Obama Not Seeking To Contain or Weaken Russia,right
Nov 05 2019,Impeachment bombshells highlight Trump's power grabs,left
Jul 16 2015,5 Things We've Learned About 2016 Presidential Fundraising,left
Jul 15 2015,You can't compromise with culture warriors,left
Nov 01 2019,"Trump, GOP develop impeachment strategy, hit 'desperate' Democrats for advancing probe",right
Nov 16 2015,Obama Faces a Crossroads,center
Oct 18 2023,What Can Israel Learn From the U.S. Response to 9/11?,left
Feb 10 2020,Time for Trump to Get His Godfather On,right
Jun 15 2013,"CIA will lead US effort to arm, train Syrian rebel forces, Fox confirms",right
Jun 12 2020,America's Long Overdue Awakening to Systemic Racism,left
Apr 26 2019,"US economy posts strong first quarter, but consumer spending slows",left
Jul 31 2020,CNN Accused of Bias for “Individuals With a Cervix” Tweet,right
Jan 24 2024,Families of Hamas Hostages Protest Against Netanyahu in Israel,left
Dec 19 2019,"After House Impeaches Trump, Timing of Next Steps Is Unclear",center
Oct 21 2023,State-Funded American Journalist Detained in Russia,right
Oct 24 2019,How Rick Perry Became A Key Figure In The Trump Impeachment Probe,left
Feb 07 2020,Story of the Week: President Trump Acquitted of Two Impeachment Charges,center
Apr 23 2019,Donald Trump's state visit to the UK set for 3 June,center
Jun 01 2015,The Risk of Over-Thanking Our Veterans,left
Apr 22 2019,Trump Organization sues Rep. Elijah Cummings to block recent subpoena,right
Apr 13 2023,FBI Arrests Air National Guard Member Linked to Pentagon Leak,center
Dec 07 2014,GOP Matches Truman-Era High With 246 House Seats,left
Nov 25 2014,House Republicans just passed a bill forbidding scientists from advising the EPA on their own research,left
Jul 08 2020,The Right-Wing Myth of the Left-Wing Mob,left
May 16 2015,Jeb bends with the wind,left
Feb 03 2020,Where Iowa Voters Stand Ahead of Tonight's Highly-Anticipated Caucus,right
Jan 31 2020,Don’t let the defense fool you. This impeachment is all about corruption.,left
Feb 05 2024,Senate Releases Text of New $118 Billion Security Bill Including Border Agreement,right
Apr 16 2019,Christianity grows in Syrian town once besieged by Islamic State,center
Nov 18 2014,How the Democrats Lost Texas,left
Dec 09 2019,Media Bias May Be Boris Johnson’s Biggest Adversary,right
Dec 12 2019,The Articles of Impeachment Are Very Weak,right
Oct 17 2019,This election model says 2020 is 'Trump's to lose',left
Oct 15 2019,"Whistleblowers, Yesterday and Today",right
Jan 30 2020,Story of the Week: Impeachment: Arguments For and Against Removing the President,center
Jan 29 2024,Iran Denies Involvement in Attack That Killed US Soldiers,right
Dec 18 2013,"ABC's Hosts Meet Pope Francis, Gush Over His 'Person of the Year' Award From Gay Magazine",right
Apr 22 2015,Looming Budget Cuts Pit National Guard Against The Army,left
Oct 11 2023,US Aircraft Carrier Arrives in Mediterranean,right
Jan 27 2020,"John Bolton’s Account Upends Trump’s Denials, but Will It Upend Trump?",left
Oct 10 2019,Impeachment Update,not rated
May 27 2016,Hiroshima Quest is Naïve,right
Feb 28 2013,Economic Downturn and Legacy of Bush Policies Continue to Drive Large Deficits,left
Apr 03 2015,"Religious freedom fight energizes conservatives, spurs backlash against GOP",right
Mar 14 2022,Oil Prices Temporarily Fall Over 8%,center
Sep 18 2014,Scotland Heads to the Polls for Independence Vote,left
Nov 25 2019,Pentagon Chief Fires Navy Secretary Over SEAL Controversy,right
Mar 14 2015,"Syrian Rebels Will Face ISIS, But The U.S. May Not Have Their Backs",left
Aug 18 2015,John Kasich’s Appeal to Moderates Gains Traction in New Hampshire,left
Jul 02 2019,"Yes, there will be tanks at Trump's Fourth of July event — but there's a catch",left
Sep 08 2014,OPINION: Obama the anti-Bush,right
Apr 17 2020,Column: The Late-Night Comedians Rage at Trump (But Marvel at Pelosi's Ice Cream),right
Dec 29 2015,"The origins of extreme political polarization, and who is responsible",right
Sep 06 2014,Demand Primary Neutrality Now,right
Sep 17 2019,Stossel: Life Is Better Than Ever,right
Dec 19 2015,Five things to watch in tonight’s Democratic debate,left
Mar 16 2018,Shep Smith Has the Hardest Job on Fox News,left
Jan 22 2014,Syrian Peace Talks Stuck Over Assad's Future,left
Apr 13 2020,White House,not-yet-rated
Apr 02 2020,"Story of the Week: Coronavirus Projections say Over 100,000 Could Die in US",center
Aug 11 2014,"Iraq Timetable Opens Obama to Scrutiny From Allies, Critics",center
Sep 24 2019,"In Trump’s attacks against Biden, Democrats see a worrisome reprise of 2016",left
Sep 24 2019,"Mr. Trump, Blow Us Away With Your Transparency",left
Apr 10 2016,Bernie Sanders: ‘I have my doubts’ about what kind of president Hillary Clinton would be,right
Apr 10 2020,Coronavirus crunch: One city block reveals small businesses at risk,center
Jul 08 2017,Russia's Global Anti-Libertarian Crusade,right
Jun 20 2019,Supreme Court allows religious display on state land despite challenge over church-state separation,left
Date not found,Tom Nichols,not rated
Jan 09 2020,Iran De-escalation,not rated
Dec 15 2013,Budget deal in Congress raises White House hopes on other priorities,left
Jan 20 2015,"The best lines from President Obama's speech, according to the White House",left
Jun 17 2019,Six gems from Trump's ABC interview,center
Nov 17 2015,The NRA-ification of the Republican Party,left
Sep 04 2019,Boris Johnson Loses to Democracy,left
Nov 14 2015,Paris Attacks Undercut Western Hopes of Containing Extremists,center
Mar 01 2024,Federal Judge Blocks Texas Immigration Crackdown Law,left
Oct 04 2012,Examine the dynamics of world affairs and new approaches required.,center
Dec 26 2014,OPINION: The perilous base-courting phase of the 2016 primaries begins,left
Dec 25 2014,Neil deGrasse Tyson Trolls Christians on Christmas,left
Apr 02 2020,Trump Should Forget Iran. America Has a Pandemic To Handle.,right
Nov 08 2019,Trump Derangement Syndrome on Steroids,right
Jun 12 2014,Why hardball tactics have led to the most polarized Congress ever,not-yet-rated
Jun 07 2014,"Susan Rice defends Bergdahl comments, calls his service 'honorable'",left
Jun 23 2013,Bipartisan Senate group seeks to block military funds to Syria,right
Mar 15 2021,How a year like no other summoned unsuspected strengths across cultures,center
Sep 08 2012,Post-convention ad crush to get even heavier,right
Jun 05 2019,"Biden, Sanders lead Trump in battleground state Michigan poll",center
Nov 04 2019,Impeachment Is Both the Cause and the Effect of a Too-Powerful Presidency,right
Aug 25 2012,GOP sidetracked by abortion details,left
Oct 05 2013,"Obamacare, shutdown are bad ideas",right
Nov 19 2020,Tools to Help You Bridge Divides This Thanksgiving,not rated
May 30 2019,"What will Robert Mueller do next? Here's what happened to investigators of Watergate, Iran-Contra and Clinton",left
May 18 2021,"Biden’s ‘Build Back Better’ Plan Could Shrink the Economy, Analysts Say",right
Dec 19 2019,EXTORTION: Nancy Pelosi Threatens to Withhold Impeachment Articles from Senate Republicans,right
Oct 23 2023,Will Iran Enter the Israel-Hamas Conflict?,center
Oct 28 2019,Bolton Deputy Wants Court Ruling Before He Talks In Trump Impeachment Inquiry,left
Oct 24 2019,How fake news conquered the world,left
Dec 20 2019,Democratic Debate,not rated
Sep 12 2015,Obama Methodically Wooed Democrats to Back Iran Nuclear Deal,center
Apr 14 2015,Iraq's Al-Abadi making in-person appeal to Obama for financial help,right
Sep 09 2015,"The origins of extreme political polarization, and who is responsible|",right
Jan 29 2020,John Bolton's Book Excerpt & the Impeachment Trial,not rated
Oct 21 2019,U.S. soldiers who fought alongside Kurds blast Trump's Syria retreat,center
Jan 28 2020,"Can John Bolton's revelations convince Republicans, at long last, to call Trump's bluff?",left
Sep 01 2015,"Trump Launches 'Willie Horton' Ad, Jeb Fires Back",right
May 29 2020,Trump vs. Twitter,not rated
Jun 05 2012,CBO: Federal debt to double in 15 years,right
Dec 12 2019,"In one swing district, impeachment hasn’t swayed voters – yet",center
Aug 09 2019,Immigration Restriction Is Not Hate,right
Mar 19 2015,Tunisian president to terrorists: 'Democracy will win',left
Aug 23 2021,How COVID-19 Compares to Other Leading Causes of Death,left
Mar 22 2013,Is Media Bias Affecting Us Too Much? Recent Critiques from Left and Right,not-yet-rated
May 13 2019,Trump’s trade approach under attack as China retaliates on tariffs; markets open with big sell-off,left
Sep 06 2014,Republicans Evolving on ISIS: Rand Paul takes tougher stance on terrorism,right
Sep 06 2014,Christie’s Trip Looks Like a Campaign for President,left
Feb 10 2014,Are secular liberals getting cocky?,left
Jul 31 2019,Is Trump the Reason the Fed Is Cutting Rates?,right
Feb 05 2014,Republicans Closing the Money Gap in Senate Races,center
Oct 08 2019,Syria: Does sudden Trump move undermine US reliability?,center
Dec 05 2019,A look inside Trump’s anti-impeachment spin factory,left
Jun 05 2013,National security team shuffle may signal more activist stance at White House,left
Aug 18 2014,Ferguson divides the right: Conservatives split on blaming the police or the New Black Panthers,left
Mar 03 2022,"How Much Russian Oil Does the US Import, and How Can Dependence be Reduced?",right
Dec 03 2019,Trump’s Foreign Policy: The Popping Point of Maximum Pressure,right
May 03 2019,OPINION: Mueller's silence let Trump supporters fill the void,left
Mar 07 2019,Trump campaign ex-chief Manafort faces years in prison in sentencing,center
Oct 07 2019,Trump’s defiance of oversight presents new challenge to Congress’s ability to rein in the executive branch,left
Oct 02 2019,2020 White House hopeful Bernie Sanders hospitalized after suffering chest pains,left
Nov 16 2015,Fact Check: Hillary Clinton On Using Force Against ISIS,left
Oct 03 2019,Trump’s impeachment defiance spooks key voting blocs,left
Jan 08 2020,Democrats Are Mobilizing Their Plan to Lose the Impeachment Trial,left
Jan 16 2020,Will Any 2020 Candidate Offer an Alternative to Trump's Trade Protectionism?,right
Nov 22 2019,Impeachment Hearings Continue,not rated
Nov 25 2019,Esper forces out Navy secretary over disputed SEAL case,left
Jan 15 2020,Can Trump manage a Mideast crisis? Why Israelis have concerns.,center
Jun 06 2015,'A man of character': Obama delivers emotional eulogy for Beau Biden,left
Apr 22 2019,President Trump and his businesses ask a court to block Congress from obtaining accounting records,left
May 21 2015,Jeb Bush blames Iraq unrest on Obama,left
Feb 28 2013,"Republican Party Losses Obscure Conservative Wins On Spending, Taxes",left
May 14 2015,"Twitter Traces Human Behavior, May Be Used To Fix Political Polarization",not-yet-rated
Dec 02 2014,Iraqi Government and Kurds Reach Deal to Share Oil Revenues,left
Aug 19 2020,"Joe Biden, Alexandria Ocasio-Cortez, and the Shaky Unity of the Democratic National Convention",left
Mar 02 2021,"The History of American Media Bias, Pt. 2: The 1800s",center
Apr 11 2019,"Julian Assange, WikiLeaks founder, faces US hacking conspiracy charge",left
Jan 24 2016,Lewandowski: Trump May Stage Townhall if Fox Won’t Dump Megyn,right
Jul 05 2019,"With Tanks and Flyovers, Trump Celebrates Military in July 4 Salute",right
Jul 05 2019,‘Are you proud to be an American?’ Why Trump’s 4th of July was a tale of three different celebrations,left
Jul 05 2019,"Defying critics, Trump salutes military in pomp-filled July 4 celebration",center
Jan 31 2013,"Chuck Hagel, John McCain clash on Hill",left
Oct 10 2013,Report: Obama administration most secretive since Nixon,right
Nov 15 2014,SEAL says he killed Bin Laden; now he fears prosecution for talking about it,left
Apr 23 2015,Obama Apologizes for Botched Military Operation; Takes No Questions,right
Nov 11 2014,"Veterans, families, sue six banks claiming they helped Iran fund terror groups",right
Jul 03 2019,Navy SEAL Eddie Gallagher speaks out on acquittal: 'We knew the truth the whole time',right
Sep 12 2019,Wall Street is freaking out at the thought of President Liz Warren,right
Feb 06 2017,The Debacle At Berkeley,left
Oct 30 2014,Israel Blocks Access to Contested Holy Site in Jerusalem,left
Oct 30 2014,Israel Blocks Access to Contested Holy Site in Jerusalem,left
Sep 03 2015,Hope is not a national security strategy,right
Oct 29 2014,What Obama could learn from Bush,left
Sep 15 2013,"Obama: 'Trust, but verify' on Putin's Syria plan",left
Sep 14 2013,Syria situation further strains Obama’s relationship with the antiwar movement,left
Apr 07 2015,Barack Obama is not Neville Chamberlain,left
Dec 22 2019,We’ve just had the best decade in human history. Seriously,right
Aug 29 2015,Obama: Opponents of Iran deal aren’t ‘warmongers’,right
Apr 02 2019,Trump floats Obamacare repeal vote after 2020 election,right
Apr 03 2015,Obama ties legacy to Iran nuclear deal,left
Apr 01 2019,Did the media botch the Russia story? A conversation with Matt Taibbi.,left
Sep 11 2019,John Bolton Out,not rated
Oct 17 2023,Bipartisan Group Pushes Biden to Cut Off Iranian Funding Sources,left
Mar 25 2015,Sergeant Bowe Bergdahl Charged With Desertion,left
Mar 18 2015,Terrorists kill foreign tourists and local in Tunisia attack: what we know,left
Nov 30 2023,Former Secretary of State Henry Kissinger Dies at 100,right
May 07 2021,When Liz Cheney and Facebook End Up on the Same Side,center
Jul 23 2016,Donald Trump’s Plagiarized Anti-Semitic Slogan,left
Sep 02 2019,AFL-CIO Chief Lashes Trump Administration For Hurting American Workers,left
Mar 11 2015,"Defense Secretary Carter endorses 3-year timeline in Obama anti-ISIS plan, backs off criticism",right
Mar 08 2015,Obama’s speech in Selma was an answer to those who question his love for America,left
Jun 18 2019,Gulf crisis: US sends more troops amid tanker tension with Iran,center
Sep 11 2014,A Reluctant Warrior,left
Dec 12 2019,Biden Fights Back,not rated
Oct 18 2023,Putin and Xi Tout ‘Deep Friendship’ in Beijing,right
Oct 28 2019,"Former White House official won't testify, lawyer says",center
Aug 31 2014,What can the United States do against ISIS in Syria -- and could it work?,left
Feb 15 2015,Top Obama aide: Congress can't 'take a pass' on ISIL,left
Feb 08 2014,Rand Paul demands Dems return money raised by ‘sexual predator’ Bill Clinton,right
Nov 16 2015,'Massive' French airstrikes hit Islamic State to retaliate for attacks,left
Aug 12 2014,"Obama adjusts Iraq narrative, now blames Bush for troop withdrawal",right
